id;tipo_epistemico;atribuida_a;texto;entidades;documento_id;titulo_documento;incidente;pagina;trecho_fonte;data_andamento;modelo;prompt_version;url_documento
30;fato_processual;;O relator defere o pedido formulado no ofício da CGU.;ANDRÉ MENDONÇA;11;Decisão monocrática;7514886;5;8. Ante o exposto, DEFIRO o pedido formulado no Ofício nº;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
31;fato_processual;;O relator determina o compartilhamento dos elementos informativos que guardem pertinência com os fatos e pessoas dos processos judiciais relacionados à Operação Compliance Zero, em atenção ao Ofício nº 3848/2026/SIPRI/CGU (SEI nº 4009633).;ANDRÉ MENDONÇA;11;Decisão monocrática;7514886;6;3848/2026/SIPRI/CGU (SEI nº 4009633), para determinar o compartilhamento dos elementos informativos, que guardem pertinência com os fatos e pessoas constantes dos processos judiciais relacionados à Operação Compliance Zero;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
32;fato_processual;;O compartilhamento determinado refere-se em especial aos agentes públicos PAULO SÉRGIO NEVES DE SOUZA e BELLINE SANTANA e às pessoas jurídicas VARAJO CONSULTORIA EMPRESARIAL SOCIEDADE UNIPESSOAL LTDA, MORIAH ASSET EMPREENDIMENTOS E PARTICIPAÇÕES LTDA. e SUPER EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;PAULO SÉRGIO NEVES DE SOUZA | BELLINE SANTANA | VARAJO CONSULTORIA EMPRESARIAL SOCIEDADE UNIPESSOAL LTDA | MORIAH ASSET EMPREENDIMENTOS E PARTICIPAÇÕES LTDA. | SUPER EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;11;Decisão monocrática;7514886;6;"em especial no tocante aos agentes públicos PAULO SÉRGIO NEVES DE SOUZA e BELLINE SANTANA e às pessoas jurídicas VARAJO CONSULTORIA EMPRESARIAL SOCIEDADE UNIPESSOAL LTDA, MORIAH ASSET EMPREENDIMENTOS E PARTICIPAÇÕES LTDA., SUPER EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;";2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
33;fato_processual;;O compartilhamento determinado refere-se também às pessoas jurídicas KING PARTICIPAÇÕES IMOBILIÁRIAS LTDA. e KING MOTORS LOCAÇÃO DE VEÍCULOS e PARTICIPAÇÕES LTDA.;KING PARTICIPAÇÕES IMOBILIÁRIAS LTDA. | KING MOTORS LOCAÇÃO DE VEÍCULOS e PARTICIPAÇÕES LTDA;11;Decisão monocrática;7514886;6;KING PARTICIPAÇÕES IMOBILIÁRIAS LTDA.,KING MOTORS LOCAÇÃO DE VEÍCULOS e PARTICIPAÇÕES LTDA, devendo a utilização de tal compartilhamento observar delimitação estrita quanto ao seu objeto e finalidade;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
34;fato_processual;;O relator determina que a utilização do compartilhamento observe delimitação estrita quanto ao seu objeto e finalidade, vedada qualquer utilização diversa da autorizada.;ANDRÉ MENDONÇA;11;Decisão monocrática;7514886;6;devendo a utilização de tal compartilhamento observar delimitação estrita quanto ao seu objeto e finalidade, vedada qualquer utilização diversa da ora autorizada.;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
35;fato_processual;;O relator determina que o compartilhamento observe delimitação estrita quanto às pessoas físicas, jurídicas e aos fatos investigados, vedada utilização diversa da finalidade autorizada.;ANDRÉ MENDONÇA;11;Decisão monocrática;7514886;6;9. O compartilhamento deverá observar delimitação estrita quanto às pessoas físicas, jurídicas e aos fatos investigados, vedada qualquer utilização diversa da finalidade ora autorizada.;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
36;fato_processual;;O relator determina à Secretaria Judiciária a juntada do ofício referido na decisão e a adoção das providências cabíveis, inclusive quanto à forma segura de disponibilização dos dados.;Secretaria Judiciária;11;Decisão monocrática;7514886;6;"10. À Secretaria Judiciária para proceder a juntada do Ofício referido na presente decisão; e adotar as providências cabíveis, inclusive quanto à forma segura de disponibilização dos dados.";2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
37;fato_processual;;O relator determina que se dê ciência à Procuradoria-Geral da República.;Procuradoria-Geral da República;11;Decisão monocrática;7514886;6;11. Dê-se ciência à Procuradoria-Geral da República.;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
38;fato_processual;;A decisão foi assinada em Brasília, em 24 de julho de 2026, pelo Ministro André Mendonça, relator.;ANDRÉ MENDONÇA;11;Decisão monocrática;7514886;6;Brasília, 24 de julho de 2026. Ministro ANDRÉMENDONÇA Relator;2026-07-27;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907205&ext=.pdf
39;fato_processual;;A Petição 15.556 do Distrito Federal tem como relator o Ministro André Mendonça.;Ministro André Mendonça;12;Decisão monocrática;7514886;1;PETIÇÃO 15.556 DISTRITO FEDERAL RELATOR :MIN. ANDRÉ MENDONÇA;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
40;fato_processual;;Consta nos autos petição veiculada no e-Doc. 287, em que Fabiano Campos Zettel formula pedidos relacionados às condições de sua custódia atual.;Fabiano Campos Zettel;12;Decisão monocrática;7514886;2;Trata-se de petição veiculada no e-Doc. 287 em que FABIANO CAMPOS ZETTEL formula pedidos relacionados às condições de sua custódia atual;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
41;alegacao_parte;Fabiano Campos Zettel;Fabiano Campos Zettel requer autorização para que o contato com seus procuradores seja feito em sala reservada.;Fabiano Campos Zettel;12;Decisão monocrática;7514886;2;notadamente autorização para que o contato com seus procuradores seja feito em sala reservada;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
42;alegacao_parte;Fabiano Campos Zettel;Fabiano Campos Zettel requer que o estabelecimento prisional autorize a entrada de aparelho televisor.;Fabiano Campos Zettel;12;Decisão monocrática;7514886;2;bem como que o estabelecimento prisional autorize a entrada de aparelho televisor;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
43;fato_processual;;A Procuradoria-Geral da República, instada a se manifestar, apresentou parecer no e-Doc. 330.;Procuradoria-Geral da República;12;Decisão monocrática;7514886;2;Instalada a se manifestar a Procuradoria-Geral da República apresentou parecer (e-Doc. 330);2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
44;alegacao_parte;Procuradoria-Geral da República;A Procuradoria-Geral da República afirma em parecer que a possibilidade de doação de televisão não foi devidamente comprovada nos autos.;Procuradoria-Geral da República;12;Decisão monocrática;7514886;2;A possibilidade de doação de televisão, por sua vez, não foi devidamente comprovada nos autos.;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
45;alegacao_parte;Procuradoria-Geral da República;A Procuradoria-Geral da República afirma que não há comprovação da alegação de que a Direção do estabelecimento prisional indicou a possibilidade de entrada do aparelho, desde que respeitadas as normas locais e com prévia autorização do Ministro.;Procuradoria-Geral da República;12;Decisão monocrática;7514886;3;comprovação da alegação de que a Direção do estabelecimento prisional indicou a possibilidade de entrada do aparelho desde que respeitadas as normais locais e com prévia autorização do eminente Ministro.;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
46;alegacao_parte;Procuradoria-Geral da República;A Procuradoria-Geral da República afirma que, desse modo, o exame do pedido está comprometido.;Procuradoria-Geral da República;12;Decisão monocrática;7514886;3;Dessemodo,o examedo pedido écomprometido.;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
47;fundamento_decisorio;Ministro André Mendonça (relator);O relator considera que a manifestação ministerial é clara ao afirmar que, quanto ao pedido de doação de aparelho de televisão, os elementos coligidos são insuficientes à sua comprovação nos autos e que inexiste demonstração de anuência do estabelecimento prisional.;Ministro André Mendonça;12;Decisão monocrática;7514886;3;a manifestação ministerial é clara ao afirmar que, no que concerne ao pedido de doação de aparelho de televisão, os elementos coligidos mostram-se insuficientes à sua comprovação nos autos, bem como inexiste demonstração de anuência do estabelecimento prisional.;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
48;fundamento_decisorio;Ministro André Mendonça (relator);O relator entende que, nos mesmos termos do que foi decidido em relação ao investigado Daniel Bueno Vorcaro, não seria o caso de deferimento do pedido de disponibilização de aparelho de televisão na cela do custodiado.;Daniel Bueno Vorcaro | Ministro André Mendonça;12;Decisão monocrática;7514886;3;nos mesmo termos do que foi decidido em relação ao investigado DANIEL BUENO VORCARO, também aqui não seria o caso de deferimento do pedido para disponibilização de aparelho de televisão na cela do custodiado.;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
49;fundamento_decisorio;Ministro André Mendonça (relator);O relator entende que a pretensão se refere a matéria inerente ao funcionamento administrativo da penitenciária e que não se extrai do arcabouço normativo a existência de direito subjetivo autônomo do custodiado à posse de equipamento dessa natureza em cela.;Ministro André Mendonça;12;Decisão monocrática;7514886;3;a pretensão se refere a matéria inerente ao funcionamento administrativo da penitenciária e não se extrai do arcabouço normativo incidente ao caso a existência de direito subjetivo autônomo do custodiado à posse de equipamento dessa natureza em cela;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
50;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que a disciplina sobre objetos permitidos, facilidades materiais e condições de permanência é submetida, em regra, às normas administrativas da unidade e ao respectivo regime de segurança.;Ministro André Mendonça;12;Decisão monocrática;7514886;3;sendo a disciplina sobre objetos permitidos, facilidades materiais e condições de permanência submetida, em regra, às normas administrativas da unidade e ao respectivo regime de segurança.;2026-07-24;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15388907003&ext=.pdf
